platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info
488;540;2025-09-20;1305,14;Cloud Computing Basics;2024-02-01;Operations Excellence Certificate;advanced;35,0;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
488;540;2025-09-20;667,12;ERP Systems Introduction;2024-02-01;Operations Excellence Certificate;advanced;89,0;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
334;907;2029-12-10;405,88;Information Security Foundations;2025-11-24;Digital Marketing Analyst;specialization;;"Prepares students to understand core information security principles; requires no prior security certification."
135;392;2024-03-17;47,46;Web Development Basics;2022-10-04;Excel Professional Certificate;completion;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
377;667;2027-07-13;206,57;Industrial IoT Fundamentals;2024-09-01;Digital Marketing Analyst;specialization;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
17;112;2025-06-09;120,0;Database Design Principles;2022-09-21;Excel Professional Certificate;completion;164,0;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
39;702;2031-01-02;289,79;Customer Experience Analytics;2024-07-14;Business Analytics Certificate;specialization;22,0;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
274;79;2025-11-21;68,23;Data Analysis Fundamentals;2023-08-01;AI Productivity Certificate;completion;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
229;630;2031-02-01;977,25;Financial Modeling Essentials;2025-05-19;Industrial IoT Certificate;advanced;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
58;522;2033-07-02;186,84;Cybersecurity Awareness;2023-08-26;Business Analytics Certificate;specialization;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
170;99;2025-06-13;64,57;Python for Business Analytics;2024-11-30;AI Productivity Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
376;780;2028-09-14;900,84;Cybersecurity Awareness;2025-04-11;Operations Excellence Certificate;advanced;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
294;471;2033-02-04;438,55;Cybersecurity Awareness;2025-08-09;HR Analytics Certificate;specialization;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
430;232;2030-09-30;40,4;Statistics for Decision Making;2022-06-30;Excel Professional Certificate;completion;16,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
430;232;2028-02-28;120,0;Web Development Basics;2022-06-30;Excel Professional Certificate;completion;47,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
283;923;2031-04-22;550,45;Agile and Scrum Fundamentals;2021-09-02;Project Management Certificate;professional;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
116;162;2030-06-08;193,21;Cybersecurity Awareness;2025-09-27;Business Analytics Certificate;specialization;66,0;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
2;144;2031-09-05;46,13;Project Management Essentials;2025-11-06;Cloud Fundamentals Certificate;completion;154,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
190;175;2029-06-23;313,59;Project Management Essentials;2023-02-15;Statistics for Business Certificate;specialization;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
108;980;2024-01-18;561,65;Supply Chain Analytics;2022-04-30;Operations Excellence Certificate;advanced;198,0;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
195;518;2029-03-10;472,64;Business Communication Skills;2025-09-15;Power BI Analyst Certificate;professional;117,0;"Prepares students to communicate clearly in professional environments; requires no technical background."
398;220;2032-05-13;824,62;Data Visualization with Power BI;2025-04-05;Operations Excellence Certificate;advanced;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
254;350;2025-03-16;1343,03;Business Communication Skills;2022-01-16;Industrial IoT Certificate;advanced;177,0;"Prepares students to communicate clearly in professional environments; requires no technical background."
116;898;2034-01-30;821,25;Cybersecurity Awareness;2025-09-27;Power BI Analyst Certificate;professional;66,0;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
450;340;2026-06-13;718,63;Database Design Principles;2026-01-26;Operations Excellence Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
175;824;2034-05-08;67,3;Process Improvement Techniques;2024-11-24;Cloud Fundamentals Certificate;completion;;"Prepares students to improve processes using structured methods; requires analytical thinking."
309;945;2027-06-22;41,48;Risk Management Essentials;2024-11-14;Cybersecurity Awareness Certificate;completion;;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
37;171;2024-10-23;139,6;Project Management Essentials;2024-07-20;HR Analytics Certificate;specialization;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
244;789;2025-03-09;373,98;Process Improvement Techniques;2021-06-26;Financial Modeling Certificate;professional;88,0;"Prepares students to improve processes using structured methods; requires analytical thinking."
387;701;2023-05-28;851,89;ERP Systems Introduction;2021-04-13;Data Professional;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
367;519;2033-05-15;95,26;HR Analytics;2024-11-07;AI Productivity Certificate;completion;162,0;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
367;519;2025-06-26;82,91;Operations Management;2024-11-07;AI Productivity Certificate;completion;171,0;"Prepares students to optimize workflows and resources; requires basic business knowledge."
167;944;2030-11-11;43,53;Python for Business Analytics;2025-10-21;Cloud Fundamentals Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
375;94;2033-12-22;448,22;Financial Modeling Essentials;2025-10-27;Agile Practitioner Certificate;professional;160,0;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
3;559;2025-03-06;53,7;Cloud Computing Basics;2023-12-06;AI Productivity Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
120;578;2022-12-27;542,54;Industrial IoT Fundamentals;2022-04-28;Power BI Analyst Certificate;professional;101,0;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
425;841;2031-04-08;530,7;Database Design Principles;2025-05-24;Data Professional;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
406;297;2024-02-10;633,79;Data Visualization with Power BI;2023-10-20;Supply Chain Analytics Certificate;advanced;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
133;981;2033-07-23;649,76;Statistics for Decision Making;2025-10-17;Data Professional;professional;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
430;523;2025-09-24;622,97;Statistics for Decision Making;2022-06-30;Project Management Certificate;professional;16,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
